textDisplay,translate,cleanText
"Seperti yang Ngomu bahas, perlu dipertimbangkan juga keberlanjutannya.. jangan sekali gebrak, setelah itu gak lanjut lagi","As you're talking about, it is also necessary to consider its sustainability ... Never be crazy, after that it doesn't continue anymore",youre talking also necessary consider sustainability never crazy doesnt continue anymore
"@@NgomonginUang stidaknya janji paling realitis. ketimbang mmkn anggaran besar dan jual mimpi. sprtinya sharusnya negara kita lebih baik di gebrak dg &#39;janji&#39; yg msh mengempentingkan SDM kktimbang mmbagi utk dana desa dan bbm gratis 😂 yg janjinya pun anda bahas dg gambalng. cawe2 yg trjadi mmng mmbuat pilihan tdk subjektif di negara stngah demokrasi ini, tp bukan brrti hal2 ini yg mmbuat kita buta utk menentukan pilihan atau tidur di tengah janji2 petinggi yg blum terealisasi.","@@ Talking about the most reality promise. Instead of MMKN a big budget and selling dreams. It is like that our country is better in Gebrak with#39; Promise &#39; Those who are still in the scent of HR kkthabbed MMBagi for village funds and free fuel 😂 who promised you discussed with gambalng. Cawe2 that happens to make a non -subjective choice in this country of democracy, but it is not that these things that make us blind to make choices or sleep in the middle of the promises of high -ranking higher ups.",talking reality promise instead mmkn big budget selling dreams like country better gebrak promise still scent hr kkthabbed mmbagi village funds free fuel promised discussed gambalng cawe happens make non subjective choice country democracy things make us blind make choices sleep middle promises high ranking higher ups
Yg paling realistis itu cuma janjinya ahok,The most realistic thing is just a promise ahok,realistic thing promise ahok
anak muda all in Prabowo⚒️,young people all in prabowo⚒️,young people prabowo
Janji amin yg nggak masuk akal😂,Amen's promise that doesn't make sense😂,amens promise doesnt make sense
kok kayaknya anies kuliah sampai s3 di usa tuh gak guna ya kalau liat para pembenci anies. saya yakin pak anies pasti sudah memikirkan semua kemungkinan yang akan terjadi apabila membuat suatu gagasan/janji kampanye sih....,"How come I think Anies goes to S3 in the USA, it's not useful if you see Anies's haters. I am sure Mr. Anies must have thought of all the possibilities that will happen if you make an idea/campaign promise anyway ....",come think anies goes usa useful see aniess haters sure mr anies must thought possibilities happen make ideacampaign promise anyway
Mari kita lihat seberapa banyak usaha yang mereka pakai untuk meraup suara orang muslim<br>Selama kampanye pasti agama islam gak bisa dilepas buat raih suara pemilih<br>Ditunggu saling serang menyerang juga,Let's see how much effort they use to reap the votes of Muslims <br> During the Campaign Definitely Islam cannot be released to achieve the votes of voters <br> awaited attacking each other too,lets see much effort use reap votes muslims campaign definitely islam released achieve votes voters awaited attacking
"So far janji nya pak Prabowo yang gua sir, karena men sana in corpore sano.","So far the promise is Mr. Prabowo who I sir, because he was there in Corpore Sano.",far promise mr prabowo sir corpore sano
Prabowo okay,Prabowo Okay,prabowo okay
Menurutku paling logis sih pak Prabowo<br>Kek janjinya saling berhubungan<br>Jika perbaikan gizi dapat membuat SDM jadi berkualitas maka kita bisa olah sendiri komoditas ekspor mentah.<br>Trus jika kita bisa olah sendiri komoditas ekspor mentah lalu dapat untung yang berkali kali lipat maka perbaikan gizi itu bukan lagi anggaran yang mahal karena udah dapet untung yang gede,"I think the most logical, Mr. Prabowo, the promise is interconnected, if the nutritional improvement can make human resources quality, then we can process the export commodity raw. times, the nutritional improvement is no longer an expensive budget because I already got a big profit",think logical mr prabowo promise interconnected nutritional improvement make human resources quality process export commodity raw times nutritional improvement longer expensive budget already got big profit
bener. dan itu jg pernah dilakukan dulu di era jokowi. biskuit buat anak sekolah dan biskuit buat ibu hamil. jadi mekanismenya masuk akal untuk dilakukan.,right. And that was also done in the Jokowi era. Biscuits for school children and biscuits for pregnant women. So the mechanism makes sense to do.,right also done jokowi era biscuits school children biscuits pregnant women mechanism makes sense
"realistis sih emang, cuman yang jadi masalah cawapresnya itu Gibran, lu tau sendiri lan sepanas apa org indo sekarang dengan isu Dinasti politik, dan dampak dari Gibran jadi cawapres itu gak main2 sampe ngubah peraturan batas capres diindonesia","Realistic, it's just the problem of the vice presidential candidate, you know, what is your own, the issue of the political dynasty now, and the impact of Gibran to become running mate is not playing until changing the regulations of the presidential candidates in Indonesia",realistic problem vice presidential candidate know issue political dynasty impact gibran become running mate playing changing regulations presidential candidates indonesia
@@JustNormalManInTheWorld tapi menurut gua sebagai warga solo <br>Sumpah semenjak Gibran jadi walikota solo berkembang pesat anjir banyak inovasi² baru and banyak event² yang menambah pemasukan kota solo<br><br>Jadi ga masalah sih kalo Gibran jadi cawapres menurut gua juga kenapa harus 40 tahun gitu<br>Padahal banyak anak muda yang udah melek politik,"@@ JustNormalmanintheworld but according to me as a resident of Solo <br> I swear since Gibran becomes the Mayor of Solo, there are many new innovations and many events that add to the income of the city of Solo <br> <br> have to be 40 years so <br> even though many young people are already political literate",justnormalmanintheworld according resident solo swear since gibran becomes mayor solo many new innovations many events add income city solo years even though many young people already political literate
"​@@alfianmaulana7954enak ya kebanjiran dana dr pusat ,daerah lain mah gk kyx gitu. Kox bisa kebanjiran dana dr pusat knp tuh?","@@ alfianmaulana7954 is flooded with funds from the center, other regions are not like that. Kox can be flooded with funds from the center of the KNP?",alfianmaulana flooded funds center regions like kox flooded funds center knp
​@@Summer-zh2kmgak smua daerah mau yg tempatnya ada pembangunan secara masif.. Banyak pemimpin daerah yg gak peduli dengan kemajuan wilayahnya meski dapat kucuran dana dari pusat.. Sana dari pusat malah digunakan utk program² gak penting.. Makanya beruntung solo dapat pemimpin yg memikirkan kemajuan pembangunan disana,@@ Summer-zh2kmgak all regions want to have massive development who thinks about development progress there,summerzhkmgak regions want massive development thinks development progress
Janji pasangan AMIN adalah yang paling fantasi apa ya... Mmmmanisss lembuttt,The promise of the Amin couple is the most fantasy?,promise amin couple fantasy
All in Prabowo🎉,All in Prabowo🎉,prabowo
BBM gratis <br>Bini mteng tunjangan 6 juta perbulan <br>Itu yg aku tunggu tunggu😁,FREE BBM <br> Bini MTENGHTENTICS 6 MILLION MONTHING MONTHS <br> That's what I'm waiting for,free bbm bini mtenghtentics million monthing months thats im waiting
Probowo sama anies baswedan <br>Seperti nya oke bgt,Probowo and Anies Baswedan <br> Like it is okay,probowo anies baswedan like okay
"program perbaikan gizi pasti sukses, spt food estate...maju terooozzz","Nutrition improvement program is sure to be successful, like food estate ... forward terooozzz",nutrition improvement program sure successful like food estate forward terooozzz
"Selama tdk ada yg berani ksh janji hukum mati koruptor , percuma hehehehe","As long as no one dares to promise the law of death corruptor, it's useless hehehehe",long one dares promise law death corruptor useless hehehehe
Atau minimal.. janji ngesah-in perampasan aset dulu deh ya,Or minimal .. promise to bless the deprivation of assets first,minimal promise bless deprivation assets first
"Kayknya org pinter di indo ada banyak, tapi knp yg maju jadi capres kog program yg ditawarin engga realistis ya. Seakan&quot; cuma janji manis buat meraup suara aja","There are a lot of clever people in Indo, but why are they going to become candidates for the program that are offered are not realistic. As if & quot; just a sweet promise to make a sound",lot clever people indo going become candidates program offered realistic quot sweet promise make sound
"Karena ini bentuk komunikasi publik yang paling mudah diterima masyarakat. Kita ingin masyarakat lebih cerdas, jadi.. kami siapkanlah video ini untuk memenuhi ekspektasi tersebut 👍","Because this is a form of public communication that is most easily accepted by the public. We want people to be smarter, so ... we prepare this video to meet the expectations 👍",form public communication easily accepted public want people smarter prepare video meet expectations
"gaji guru yang besar emng masih realistis, tapi kuliatas gurunya juga harus dinaikkin yang mana artinya harus banyak guru yang digugurin dengan alasan nggak lulus kualifikasi. gua yakin si kalo standar gurunya di naikkin paling yang nyisa cuma 25-50% aja.","The big teacher salary is still realistic, but the teacher's teacher must also be raised which means that many teachers must be rolled up for the reason not to pass the qualification. I'm sure that the standard of the teacher in the most naikin is only 25-50%.",big teacher salary still realistic teachers teacher must also raised means many teachers must rolled reason pass qualification im sure standard teacher naikin
Kualitas bakal berkembang seiring pendapatan yg naik. Ya kali lu nuntut guru mesti bagus sementara pendapatannya aja menyedihkan.,"Quality will develop as revenue rises. Yes, you demanded that the teacher must be good while the income was sad.",quality develop revenue rises yes demanded teacher must good income sad
"tp kl gurunya cuma sedikit, berarti banyak anak2 yang ga dapat pendidikan dong.. logikanya 1guru kan ga mungkin bisa pegang 1000 anak sekaligus kan, apalagi didaerah yang berbeda2..","but if the teacher is only a little, it means that many children who don't get education ... logically 1 teacher can't possibly hold 1000 children at once, especially in different areas ..",teacher little means many children dont get education logically teacher cant possibly hold children especially different areas
"@@bangus78910 bukan gitu cara mikirnya, persyaratan buat jadi guru tingkatin habis itu lulus apa nggak, kalo lulus baru gajinya naikkin, begitu juga yang mau pertama kali jadi guru harus memenuhi syarat dulu.","@@ Bangus78910 is not the way to think about it, the requirements for being a teacher level after passing or not, if you graduate then the salary goes up, so do the first time the teacher must meet the requirements first.",bangus way think requirements teacher level passing graduate salary goes first time teacher must meet requirements first
"@@angelia4617 kalo menurut gua si ya, seandainya gaji guru di naikkin otomatis orang&quot; yang tertarik jadi guru makin banyak, tapi karena gak mungkin negara bagi&quot; duit secara percuma, persaingan guru harus lebih di perketat.<br>dan menurut gua si yang paling penting dari guru tuh pendidikan moralnya, jangan sampe banyak kejadian kek sekarang&quot;, lebih bagus lagi kalo nyari guru yang berpengalaman di bidangnya masing&quot;.","@@ Angelia4617 If according to me, yes, if the teacher's salary is automatically riding people & quot; Those who are interested in becoming more and more teachers, but because it is impossible for the country for & quot; Money is useless, teacher competition must be more tightened. <br> And according to my most important teacher, the moral education, do not until many events now and quoting;",angelia according yes teachers salary automatically riding people quot interested becoming teachers impossible country quot money useless teacher competition must tightened according important teacher moral education many events quoting
Paling realistis sih Prabowo,The most realistic is Prabowo,realistic prabowo
Pak prabowo yang agak realistis janji nya <br>Yang laen paraah,Pak Prabowo who is rather realistic his promise <br>,pak prabowo rather realistic promise
Share dong min editingnya pake aplikasi apa?,Share what application use the application?,share application use application
"Tes ke psikiater dulu,kejiwaannya meragukan","Test to the psychiatrist first, his psychiatric doubts",test psychiatrist first psychiatric doubts
Bbm listrik gratis??<br>fix next srilanka<br>😌,Free electricity fuel ?? <br> Fix Next Sri Lanka <br> 😌,free electricity fuel fix next sri lanka
"yg paling gk masuk akal, kalo si ono jadi, bbm katanya gratis. Prettt","The most reasonable, if Ono is finished, BBM he said is free. Prettt",reasonable ono finished bbm said free prettt
Janji anies ckuaks 😔,Anies Ckuaks Promise 😔,anies ckuaks promise
"1. gaji guru sangat sulit utk 30 jt/bulan, coba anggarkan saja dulu sesuai dengan UMR yang terpenting guru honorer selain itu fasilitas pendidikan dan kesejahteraan murid tidak kalah jomplangnya ada yg masih sulit mendapatkan biaya sekolah di SMP bahkan di SMA baru2 ini ada uang seragam sekolah sampai 2 jt<br>2. untuk masalah kesehatan anak didik bukan hanya gizi saja yg di perhatikan, perlunya ada posyandu anak sekolah dan juga remaja dalam melihat perkembangan kesehatan anak didik<br>3. masalah subsidi bbm dan listrik? lihat saja kejadian tahun 98, krisis moneter karena subsidi yang berlebih, lebih baik menciptakan tenaga baru dan terbarukan. Dana ini Bisa diberikan ilmuan indonesia agar sains dan teknologi indonesia maju dan banyak peneliti2 yang termotivasi untuk mengembangkan Indonesia","1. Teacher salaries are very difficult for 30 million/month, just budget first in accordance with the most important UMR Honorary teachers besides that educational facilities and student welfare are no less butts, some are still difficult to get school fees in junior high school even in this new high school there is uniform money school up to 2 million <br> 2. For health problems students are not only nutrition that is considered, the need for posyandu school children and also teenagers in seeing the health development of students <br> 3. Fuel and Electric Subsidies Problems? Just look at the incident of 98, the monetary crisis due to excessive subsidies, is better to create new and renewable power. These funds can be given Indonesian scientists so that Indonesian science and technology are advanced and many researchers are motivated to develop Indonesia",teacher salaries difficult millionmonth budget first accordance important umr honorary teachers besides educational facilities student welfare less butts still difficult get school fees junior high school even new high school uniform money school million health problems students nutrition considered need posyandu school children also teenagers seeing health development students fuel electric subsidies problems look incident monetary crisis due excessive subsidies better create new renewable power funds given indonesian scientists indonesian science technology advanced many researchers motivated develop indonesia
Terima kasih pandangannya 👍,Thank you for your gaze 👍,thank gaze
Seberapa rendah sih sdm masyarakat sampai para calon pintar ngibulinbgini 😂😂😂,How low is the human resource of the community to the candidates smart ngibulinbgini 😂😂😂,low human resource community candidates smart ngibulinbgini
Kecuali mereka mereka yang nonton video ini 😁,Except those who watch this video 😁,except watch video
"Min ijin.. pembahasan mimin ini super menarik.. jd klo boleh dimulai dri :<br>1. Posisi apbn kita itu gmn? Mana yg fix g bisa diubah mana yg variable<br>2. Kita pnya RPJP klo bisa dibuka dan dibahas tiap visi dan misinya perlu apbn brp?<br>3. Solusi alternatif.. krn apbn kita mayoritas dari pajak rakyat, cba beri alternatif klo kita menggunakan pasal 33 soal kekayaan alam.. apa bisa seluruh tanah dan mineral dll tmsk JHT jadi kolateral dgn basis proyek2 strategis? <br>4. Pendanaan alternatif klo menggunakan PNBP.. seluruh BUMN diaudit dan segera beri target tiap tahun hrs mendapatkan brp? Tdk boleh ada yg rugi tanpa alasan yg kuat dll..","Min, permission .. Discussion of this mimin is super interesting ... so if you may start from: <br> 1. What is our APBN position? Which one fix can be changed which variable <br> 2. We can be opened and discussed each of the vision and mission of the APBN BRP? <br> 3. Alternative Solution .. Because our APBN is the majority of people's taxes, CBA gives alternatives if we use Article 33 about natural resources ... can all land and minerals etc. TMSK JHT become collateral with strategic project bases? <br> 4. Alternative funding if you use PNBP ... All BUMNs are audited and immediately give targets every year HRS gets BRP? No one should lose without strong reason etc ...",min permission discussion mimin super interesting may start apbn position one fix changed variable opened discussed vision mission apbn brp alternative solution apbn majority peoples taxes cba gives alternatives use article natural resources land minerals etc tmsk jht become collateral strategic project bases alternative funding use pnbp bumns audited immediately give targets every year hrs gets brp one lose without strong reason etc
"naikin gaji guru jadi puluhan juta itu beneran janji atau cuma harapan Pak Ganjar? kalo ga salah inget Pak Ganjar ngomongin soal angka gaji guru yang fantastis itu pas lagi jadi narasumber di channel Pak Rhenald Kasali<br><br>terus soal memberi makan siang gratis untuk anak sekolah guna mengurangi stunting, apa ini akan jadi program yang benar-benar efektif &amp; efisien? bagaimana dengan anak -anak yang belum/tidak sekolah? akar permasalahan dari stunting itu apa sih, kekurangan bahan pangan yang layak atau ketidakmampuan untuk membeli/mendapatkan bahan pangan?<br><br>terus ada juga janji mau menggratiskan BBM, ini janji dari salah&#39; satu paslon capres-cawapres atau omong kosong dari partai pengusung? subsidi BBM aja udah membebani keuangan negara apalagi kalo sampai digratiskan.........","Increasing the teacher's salary to tens of millions is really a promise or just the hope of Mr. Ganjar? If I'm not mistaken, Pak Ganjar talks about the fantastic teacher salary rate when I become a resource person at Pak Rhenald Kasali's channel <br> <br> Continue to provide free lunch for school children to reduce stunting, will this be the right program- completely effective & amp; efficient? What about children who haven't/are not in school? What is the root of the problem of stunting, lack of decent food or inability to buy/get food? A candidate pair of presidential and vice presidential candidates or nonsense from the supporting party? just fuel subsidies already burden the country's finances especially if it is free .........",increasing teachers salary tens millions really promise hope mr ganjar im mistaken pak ganjar talks fantastic teacher salary rate become resource person pak rhenald kasalis channel continue provide free lunch school children reduce stunting right program completely effective amp efficient children haventare school root problem stunting lack decent food inability buyget food candidate pair presidential vice presidential candidates nonsense supporting party fuel subsidies already burden countrys finances especially free
No 3 tuksng lawak,No 3 tuksng comedy,tuksng comedy
Gak realistis gaji gruru 30 jt enak bgt kerja kek gitu gaji segede itu mending upgrade sektor pertanian kalo begini terus abis petani lama2,Not realistic that the salary of the 30 million gruru is very good to work so that the salary is as big,realistic salary million gruru good work salary big
"Kayaknya mindset kita semua udah sangat berbeda jauh deh, lebih maju dan arif untuk pilpres 2024 melihat pengalaman yang lalu.<br>Yang jelas semua program dari semua paslon bagus, cuman realistis atau enggaknya yaa tergantung perspektif dari kita dan lihat kondisi pemerintahan juga yakan sektor mana yang mau digenjot buat nyiapin bonus demografi.<br>Intinya jangan aneh-aneh lagi deh bawa politik identitas karna norak 😂<br><br> Dan satu lagi jangan golput 😅","I think our mindset is all very different, more advanced and wise for the 2024 Presidential Election to see the past experience. What is clear is that all programs of all pairs are good, only realistic or not depending on our perspective and see the condition of government as well as the sector. Which one do you want to be encouraged to prepare a demographic bonus. <br> The point is don't be weird anymore, bring identity politics because of tacky 😂 <br> <br> and one more don't abstain 😅",think mindset different advanced wise presidential election see past experience clear programs pairs good realistic depending perspective see condition government well sector one want encouraged prepare demographic bonus point dont weird anymore bring identity politics tacky one dont abstain
Nice 👍😉,Nice 👍😉,nice
"Gw golput, suka suka gw dong 😊","I abstentions, like me, please 😊",abstentions like please
"Kalo janji tak masuk akal,, Saya juga setuju lur, Bangsa indonesia ini,penduduknye 259jt hanya kira2 min,Sedangkan realita hidup di zaman ini Serba mahal karena di piju dgn dolar yg melambung, karena perdagangannye pakai dolar,, Bangsa ini emang kaya suberdaya Alam. Yg harus di inget itu pasti akan berkurang,, Kalo pendapat saya ma Negara yg maju itu Negara yg Swasembada pangan, ketika pangan melimpah, ya cukup, kan kebutuhan laenye hanya melengkapi, jdi yg utama itu sandang pangan papan. Cukup ngga usah jauh2, Kalo gagasan itu kan bagian dari cara untuk meraih cita2,, kalo ketinggian wajar Namenye Pemimpin,, kita harus suport,, minimal dgn doa,, Asal jgn sudah mau mejalakan program contoh Ingin mengadakan pelatihan sudah ada peminatnye malah berhenti tanpa memberi alasan. Itulah gambaranye lur jadi ngga masuk akal. 🙏","If the promise does not make sense ,, I also agree with Lur, this Indonesian nation, the population of 259 million only about min, while the reality of living in this era is expensive because in the Panju with a soaring dollar, because his trade uses dollars, this nation is rich in natural subordinates . What must be remembered will definitely be reduced, if my opinion is a developed country that is a country that is self -sufficiency in food, when food is abundant, yes enough, the need for laenyae is only completing, so the main one is clothing in the food board. It's enough to not go far, if the idea is part of the way to achieve your goals ,, if the height is reasonable, the leader, we have to support, at least, as long as you don't want give a reason. That's the picture so it doesn't make sense. 🙏",promise make sense also agree lur indonesian nation population million min reality living era expensive panju soaring dollar trade uses dollars nation rich natural subordinates must remembered definitely reduced opinion developed country country self sufficiency food food abundant yes enough need laenyae completing main one clothing food board enough go far idea part way achieve goals height reasonable leader support least long dont want give reason thats picture doesnt make sense
Politik identitas itu di ciptakan oleh minoritas yaitu para chindo buat memecah belah warga Indonesia serta supaya bisa menyetir pemerintah. Intinya imigran dari China sangat ingin menguasai seluruh tanah Indonesia.,"The identity politics was created by a minority, namely the Chindo to divide Indonesian citizens and to be able to drive the government. The point is that immigrants from China really want to control the entire land of Indonesia.",identity politics created minority namely chindo divide indonesian citizens able drive government point immigrants china really want control entire land indonesia
"soal politik identitas itu apa sih pak?<br>seberapa buruknya politik identitas itu sampai orang teriak teriak politik identitas?<br>setau saya politik identitas itu disebutkan &quot;hanya&quot; bagi orang yang berpolitik bernuansa islam.<br>seberapa menakutkannya orang islam jika berpolitik pak?<br>nabi juga berpolitik dan bernuansa islam pula, jadi artinya yang anti politik identitas itu mereka&quot; yang tidak suka terhadap umat islam yang berpolitik gitu ya pak?, termasuk tidak suka dengan nabi karna nabi berpolitik juga, gitu kan?<br>lalu orang yang berpolitik kemudian mengatasnamakan dia sebagai anggota partai, lalu berkumpul bersama, berjuang bersama dengan membawa identitas partai, apakah itu bukan termasuk dalam bagian politik identitas?<br>kalo tidak termasuk, coba beritau saya apa arti kata &quot;politik&quot; dan kata &quot;identitas&quot; kemudian jika kedua arti tersebut digabungkan, maka akan jadi seperti apa?","What is the issue of identity politics, sir? for people who are Islamic nuanced Islamic. who do not like politics of Muslims, huh, sir?, including dislike the Prophet because the Prophet is also politics, right? <br> Then the people who are politics then in the name , is it not included in the political section of identity? and words & quot; identity & quot; Then if the two meanings are combined, what will it be like?",issue identity politics sir people islamic nuanced islamic like politics muslims huh sir including dislike prophet prophet also politics right people politics name included political section identity words quot identity quot two meanings combined like
Rawan korup.. dana desa. Pasti sudah yakin 1jt%..,Prone to corrupt ... village funds. Must be sure 1 million%..,prone corrupt village funds must sure million
"Dari dulu juga seperti itu, hanya janji tinggal janji, makanya tidaknusah dipercaya, cuma Omongan beleka tdk ada realisasinya.","From the first time it was like that, only a promise to just promise, so it was not troubled, only what was not realized.",first time like promise promise troubled realized
"Bisa kok ada beberapa yang bisa direalisasi, cuma butuh perhitungan yang lebih pas","How come there can be some that can be realized, just need a more appropriate calculation",come realized need appropriate calculation
janji pak prabowo masih paling logis ga sih ?,Pak Prabowo's promise is still the most logical?,pak prabowos promise still logical
anis imin... ngacoo janjimu,Anis Imin ... Ngacoo your promise,anis imin ngacoo promise
Menurutku Realistis nya janji Prabowo yang pertama ya dari hilirisasi bahan tambang harus diolah dulu dan kalau bisa sampai jadi dari setengah komoditas yg dihasilkan pertambangan.<br><br>Dan itu salah satu cara jika Indonesia ingin jadi ekonomi 5 besar dunia di tahun 2045,I think the realistic promise of Prabowo is the first of the downstreaming of mining materials must be processed first and if possible to become the half of the commodity produced by mining.,think realistic promise prabowo first downstreaming mining materials must processed first possible become half commodity produced mining
"dana desa 1milyar itu aja kita gk tau buat apa aja, ni dibuat 5milyar lg buset","We don't know anything for the 1million Village Fund for anything, this is made 5 billion",dont know anything million village fund anything made billion
kalo desa ada 75000 trs yg korupsi sesuai data terungkap 155 brrti presentasenya gaada sepersen <br>rentan? mungkin iya<br>tapi dampaknya terasa sekali untuk pembangunan desa,If there are 75000 villages that are corrupt according to the data revealed 155 BRRTI the presentation is not a one of the sen <br> vulnerable? maybe yes <br> but the impact is very felt for village development,villages corrupt according data revealed brrti presentation one sen vulnerable maybe yes impact felt village development
"kalo melihat sekilas janjinya, diurutkan yg paling realistis:<br>1. Prabowo<br>2. Ganjar<br>3. Aniz","If you see a glimpse of the promise, the most realistic sorted: <br> 1. Prabowo <br> 2. Ganjar <br> 3. Aniz",see glimpse promise realistic sorted prabowo ganjar aniz
"tadinya andalin prabowo tapi eh tapi pas lihat cawapresnya beberapa hari lalu jadi gak semangat <br>seolah-olah jadikan pilpres kali ini gak serius, sedangkan capres lainnya gak ada background yang cukup ok menurutku","It was Andalin Prabowo but uh, but when I saw his vice president a few days ago, it was not enthusiastic <br> as if making the presidential election this time was not serious, while other presidential candidates had no background that was quite ok in my opinion",andalin prabowo uh saw vice president days ago enthusiastic making presidential election time serious presidential candidates background quite ok opinion
dari jaman kakek gua masih anak-anak sampai jadi jenazah masih aja bahas bbm murah &amp; gratis basi. Janji yang kami butuhkan cuma satu: BERANI HUKUM MATI KORUPTOR,"From the days of my grandfather, I still became children to become a body, still discussing cheap fuel & amp; free stale. The promise we need is only one: dare to die of corruptor",days grandfather still became children become body still discussing cheap fuel amp free stale promise need one dare die corruptor
"Yang lebih bahaya lagi.. secara ga sadar, kita udah menormalisasi perilaku korup dalam keseharian kita, dan kita enjoy aja lakuin itu *nah","Even more dangerous ... unconsciously, we have normalized corrupt behavior in our daily lives, and we just enjoy doing it *Well",even dangerous unconsciously normalized corrupt behavior daily lives enjoy well
1 dan 3 rawan korupsi 😂😂😂,1 and 3 prone to corruption 😂😂😂,prone corruption
apbn 5 tahun bisa mencapai 359triliun itu dipake buat apa aja wkwk 🤪,The 5 -year APBN can reach 359Trilion it is used for anything for us 🤪,year apbn reach trilion used anything us
"program pak Ganjar lah yang sudah banyak terpenuhi dijawa tengah contoh =1. program mandiri energi didesa saya sudah ada Pamsimas <br>2. beli tanah dapat rumah.<br>3. smkn jateng semua gratis tinggal juga di asrama<br>4. bangun transportasi massal bus trans Jateng di 6 wilayah jateng.<br>5. menaikkan gaji guru honorer setara dengan umk<br>6. revitalisasi 79 pasar<br>7. pembangunan 1,135 embung desa,bukan sumur resapan ya<br>8.pembangunan 10.942 km jalan provinsi<br>9.listrik dikarimun jawa<br>10. juara umum anti korupsi kpk 2019-2029<br>11.pembangunan fly over ganefo yang dulunya macet parah<br>dan masih banyak lagi","Pak Ganjar's program is the one who has been fulfilled in Central Java Example = 1. The Mandiri Energy Program in my village is Pamsimas <br> 2. Buy land can get a house. <br> 3. Central Java Vocational School all free stay at the Dormitory <br> 4. Build Trans Transportation Transport Bus in Central Java in 6 Central Java regions. <br> 5. Increasing the salary of honorary teachers equivalent to UMK <br> 6. Revitalization of 79 Market <br> 7. construction of 1,135 village reservoirs, not infiltration wells yes <br> 8. Development of 10,942 km of provincial roads <br> 9. Electric Dikarimun Java <br> 10. General Champion for KPK Anti-Corruption 2019-2029 <br> 11. The development of the Fly Over Ganefo which was once a severe traffic jam <br>",pak ganjars program one fulfilled central java example mandiri energy program village pamsimas buy land get house central java vocational school free stay dormitory build trans transportation transport bus central java central java regions increasing salary honorary teachers equivalent umk revitalization market construction village reservoirs infiltration wells yes development km provincial roads electric dikarimun java general champion kpk anticorruption development fly ganefo severe traffic jam
JATENG LOSSS ALL IN PRABOWO 🔥,Central Java Losss All in Prabowo 🔥,central java losss prabowo
Dlu janji2 jkowi d 2014 bnyk yg meleset salah satunya tdk akan menambah utang negara karena dananya sdh ada,Dlu promise Jkowi D 2014 Banyk who missed one of them will not add to the country's debt because the funds have existed,dlu promise jkowi banyk missed one add countrys debt funds existed
Saya tidak mendukung bpk Prabowo tapi menurut saya janji beliau lebih realistis karena dengan perbaikan gizi yang lebih baik akan menghasilkan generasi yang lebih cerdas dan dengan tidak mengekspor bahan mentah maka akan menciptakan lapangan kerja yang melimpah sehingga kemungkinan gaji juga akan naik secara bertahap,I do not support BPK Prabowo but in my opinion his promise is more realistic because with better nutritional improvement will produce a smarter generation and by not exporting raw materials it will create abundant jobs so that the possibility of salary will also increase gradually,support bpk prabowo opinion promise realistic better nutritional improvement produce smarter generation exporting raw materials create abundant jobs possibility salary also increase gradually
"Ini benaran janjinya anis muhaimin? Kalau iya, emg kentut bgt janjinya. Jadi janji yg malah memperburuk dan menurunkan kualitas SDM","This is the promise of Anis Muhaimin? If so, you fart the promise. So the promise that actually worsens and reduce the quality of HR",promise anis muhaimin fart promise promise actually worsens reduce quality hr
Lebih kentut Ganjar dn Prabowo,More farting Ganjar and Prabowo,farting ganjar prabowo
"​@@askarsimanggula1459anies terlalu halu😂, kalo bener kayak gini rakyat miskin jadi ga pengen kerja malah keenakan sdm makin goblok","@@ Askarsimanggula1459anies are too haalu😂, if it's true like this poor people so they don't want to work, even more and more humble",askarsimanggulaanies haalu true like poor people dont want work even humble
@@Hyura. uang pajak yg seharusnya untuk pembangunan negara dan kesejahteraan rakyat eh malah di korupsi.. cuman di era Redbull dan Pinokio doang yg bisa begini,@@ Hyura. Tax money that should be for the development of the state and the welfare of the people is even corrupt ... only in the era of Redbull and Pinocchio that can be like this,hyura tax money development state welfare people even corrupt era redbull pinocchio like
"@@askarsimanggula1459 ya salahin pencetus undang undang negara yg melanggar hukuman mati pada koruptor lah, capres sekarang mah gaada kaitan sama korupsi","@@ Askarsimanggula1459 Yes, blame the originator of the state law that violates the death penalty to the corruptor, the presidential candidate is now not related to corruption",askarsimanggula yes blame originator state law violates death penalty corruptor presidential candidate related corruption
@@Hyura. lah kok tiba-tiba nyalahin yg buat undang2 lh sekarang si Pinokio atau timses Redbull ngesahin UU hukuman mati koruptor.. kn mereka yg buat undang2 dan pencetus nya dari golongan2 mu,@@ Hyura. How come suddenly blame the invite now the Pinocchio or Timses Redbull Ngahin the Corruptor's Death Penalty Law ... Kn those who made the invitation and triggers from your groups,hyura come suddenly blame invite pinocchio timses redbull ngahin corruptors death penalty law kn made invitation triggers groups
"Cak imin dan kader2nya emang geblek, asal sebut pas kampanye sebelumnya. Hadeuhh.. kenapa pak anies dukung ide tersebut sihhh","Cak Imin and his cadres are indeed geblek, as long as they call the previous campaign. Hadeuhh .. why Mr. Anies supports the idea",cak imin cadres indeed geblek long call previous campaign hadeuhh mr anies supports idea
Pak Anies sebenarnya udah logis dan realistis tapi cak Imin malah justru blunder 🤦🏼‍♂️<br><br>Biasanya yg blunder pak Anies tapi yh GPP lah,Pak Anies is actually already logical and realistic but Cak Imin is actually blunder 🤦🏼‍♂️ <br> <br>,pak anies actually already logical realistic cak imin actually blunder
